codigo,nombre,descripcion,marca,modelo,ubicacion,medida,stock,unidaddemedida,precioalpublico
COD239,BROCA PARA CONCRETO 3/8X6,,TRUPER                   ,11224,,0,9,UNIDAD,S/ 7.00
COD240,BROCA PARA CONCRETO 5/16,,TRUPER                   ,11212,,0,0,UNIDAD,S/ 5.00
COD241,BROCA PARA CONCRETO 5/16X6,,TRUPER                   ,11215,,0,32,UNIDAD,S/ 4.50
COD242,BROCA PARA CONCRETO 5/8,,TRUPER                   ,11236,,0,3,UNIDAD,S/ 13.00
COD243,BROCA PARA CONCRETO 6MMX100MM,,TRUPER                   ,102342,,0,15,UNIDAD,S/ 4.00
COD244,BROCA PARA CONCRETO 6PCS,3/16 - 3/8,TRUPER                   ,11295,,0,4,JUEGO,S/ 17.00
COD245,BROCA PARA CONCRETO 7/8X6,,TRUPER                   ,11248,,0,3,UNIDAD,S/ 25.00
COD246,BROCA PARA MADERA 1/2,,TRUPER                   ,101696,,0,17,UNIDAD,S/ 9.00
COD247,BROCA PARA MADERA 1/4,,TRUPER                   ,101691,,0,21,UNIDAD,S/ 3.50
COD248,BROCA PARA MADERA 1/8,,TRUPER                   ,101626,,0,22,UNIDAD,S/ 3.00
COD249,BROCA PARA MADERA 3/16,,TRUPER                   ,101629,,0,41,UNIDAD,S/ 3.00
COD250,BROCA PARA MADERA 3/8,,TRUPER                   ,101694,,0,41,UNIDAD,S/ 5.00
COD251,BROCA PARA MADERA 5/16,,TRUPER                   ,101693,,0,23,UNIDAD,S/ 4.00
COD252,BROCA PARA MADERA 5/32,,TRUPER                   ,101627,,0,34,UNIDAD,S/ 3.00
COD253,BROCA PARA MADERA 6PCS 1/8-5/16,1/8-5/32-3/16-1/4-9/32-5/16,TRUPER                   ,11337,,0,10,JUEGO,S/ 9.00
COD254,BROCA PARA MADERA 7/16,,TRUPER                   ,101695,,0,16,UNIDAD,S/ 7.00
COD255,BROCA PARA MADERA 8PCS 1/8-3/8,,TRUPER                   ,11338,,0,17,JUEGO,S/ 15.00
COD256,BROCA PARA MAYOLICA 1/2,,TRUPER                   ,11705,,0,22,UNIDAD,S/ 13.00
COD257,BROCA PARA MAYOLICA 1/4,,TRUPER                   ,11702,,0,-1,UNIDAD,S/ 8.00
COD258,BROCA PARA MAYOLICA 1/4 CUERPO ESPIRAL,,TRUPER                   ,101827,,0,23,UNIDAD,S/ 12.00
COD259,BROCA PARA MAYOLICA 1/8,,TRUPER                   ,11700,,0,20,UNIDAD,S/ 6.00
COD260,BROCA PARA MAYOLICA 3/16,,TRUPER                   ,11701,,0,26,UNIDAD,S/ 6.00
COD261,BROCA PARA MAYOLICA 3/8,,TRUPER                   ,11704,,0,8,UNIDAD,S/ 10.00
COD262,BROCA PARA MAYOLICA 3/8 CUERPO ESPIRAL,,TRUPER                   ,101829,,0,20,UNIDAD,S/ 15.00
COD263,BROCA PARA MAYOLICA 4PCS,3/16 - 3/8,TRUPER                   ,101798,,0,0,JUEGO,S/ 28.00
COD264,BROCA PARA MAYOLICA 5/16,,TRUPER                   ,11703,,0,3,UNIDAD,S/ 9.00
COD265,BROCA PARA MAYOLICA 5/16 CUERPO ESPIRAL,,TRUPER                   ,101828,,0,10,UNIDAD,S/ 13.00
COD266,BROCA PARA RUTEADORA 1,,TRUPER                   ,11472,,0,11,UNIDAD,S/ 23.00
COD267,BROCA PARA RUTEADORA 1,,TRUPER                   ,10674,,0,14,UNIDAD,S/ 48.00
COD268,BROCA PARA RUTEADORA 1,,TRUPER                   ,102723,,0,10,UNIDAD,S/ 27.00
COD269,BROCA PARA RUTEADORA 1 1/2,,TRUPER                   ,11474,,0,12,UNIDAD,S/ 36.00
COD270,BROCA PARA RUTEADORA 1 1/2,,TRUPER                   ,11471,,0,5,UNIDAD,S/ 35.00
COD271,BROCA PARA RUTEADORA 1 1/4,,TRUPER                   ,11473,,0,14,UNIDAD,S/ 28.00
COD272,BROCA PARA RUTEADORA 1 1/4,,TRUPER                   ,10675,,0,16,UNIDAD,S/ 43.00
COD273,BROCA PARA RUTEADORA 1 1/4,,TRUPER                   ,10676,,0,13,UNIDAD,S/ 39.00
COD274,BROCA PARA RUTEADORA 1 1/4,,TRUPER                   ,102727,,0,8,UNIDAD,S/ 37.00
COD275,BROCA PARA RUTEADORA 1 1/4 CON RODAJE,++,TRUPER                   ,11470,,0,12,UNIDAD,S/ 28.00
COD276,BROCA PARA RUTEADORA 1 1/4 CON RODAJE,++,TRUPER                   ,11477,,0,16,UNIDAD,S/ 29.00
COD277,BROCA PARA RUTEADORA 1 1/4 CON RODAJE,,TRUPER                   ,11468,,0,19,UNIDAD,S/ 29.00
COD278,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,11485,,0,22,UNIDAD,S/ 28.00
COD279,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,11486,,0,7,UNIDAD,S/ 27.00
COD280,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,11479,,0,12,UNIDAD,S/ 32.00
COD281,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,10673,,0,18,UNIDAD,S/ 43.00
COD282,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,102719,,0,15,UNIDAD,S/ 28.00
COD283,BROCA PARA RUTEADORA 1 1/8,,TRUPER                   ,102725,,0,16,UNIDAD,S/ 27.00
COD284,BROCA PARA RUTEADORA 1 3/8,,TRUPER                   ,11482,,0,11,UNIDAD,S/ 41.00
COD285,BROCA PARA RUTEADORA 1 3/8,,TRUPER                   ,11481,,0,16,UNIDAD,S/ 43.00
COD286,BROCA PARA RUTEADORA 1 3/8,,TRUPER                   ,11480,,0,16,UNIDAD,S/ 38.00
COD287,BROCA PARA RUTEADORA 1 CON RODAJE,,TRUPER                   ,11469,,0,16,UNIDAD,S/ 23.00
COD288,BROCA PARA RUTEADORA 1/2,,TRUPER                   ,11466,,0,9,UNIDAD,S/ 15.00
COD289,BROCA PARA RUTEADORA 1/2,,TRUPER                   ,11444,,0,18,UNIDAD,S/ 19.00
COD290,BROCA PARA RUTEADORA 1/2,,TRUPER                   ,11475,,0,22,UNIDAD,S/ 14.00
COD291,BROCA PARA RUTEADORA 1/2,,TRUPER                   ,11456,,0,13,UNIDAD,S/ 17.00
COD292,BROCA PARA RUTEADORA 1/2,,TRUPER                   ,11462,,0,20,UNIDAD,S/ 12.00
COD293,BROCA PARA RUTEADORA 1/2 MEDIA CAÑA,CON RODAJE,TRUPER                   ,11464,,0,9,UNIDAD,S/ 19.00
COD294,BROCA PARA RUTEADORA 1/4,,TRUPER                   ,11453,,0,23,UNIDAD,S/ 14.00
COD295,BROCA PARA RUTEADORA 1/4,,TRUPER                   ,11452,,0,26,UNIDAD,S/ 13.00
COD296,BROCA PARA RUTEADORA 1/4,,TRUPER                   ,11460,,0,18,UNIDAD,S/ 12.00
COD297,BROCA PARA RUTEADORA 1/4,,TRUPER                   ,102718,,0,17,UNIDAD,S/ 14.00
COD298,BROCA PARA RUTEADORA 1/4 CON RODAJE,,TRUPER                   ,102720,,0,17,UNIDAD,S/ 21.00
COD299,BROCA PARA RUTEADORA 3/4,,TRUPER                   ,11463,,0,14,UNIDAD,S/ 19.00
COD300,BROCA PARA RUTEADORA 3/4 2PCS,,TRUPER                   ,10671,,0,9,JUEGO,S/ 52.00
COD301,BROCA PARA RUTEADORA 3/4.,,TRUPER                   ,11459,,0,14,UNIDAD,S/ 19.00
COD302,BROCA PARA RUTEADORA 3/8,,TRUPER                   ,11461,,0,10,UNIDAD,S/ 12.00
COD303,BROCA PARA RUTEADORA 3/8,,TRUPER                   ,11455,,0,25,UNIDAD,S/ 15.00
COD304,BROCA PARA RUTEADORA 3/8,"CORTE EN ""V""",TRUPER                   ,11465,,0,19,UNIDAD,S/ 15.00
COD305,BROCA PARA RUTEADORA 3/8,,TRUPER                   ,102721,,0,16,UNIDAD,S/ 21.00
COD306,BROCA PARA RUTEADORA 5/16,,TRUPER                   ,11454,,0,13,UNIDAD,S/ 15.00
COD307,BROCA PARA RUTEADORA 5/16,,TRUPER                   ,102717,,0,18,UNIDAD,S/ 22.00
COD308,BROCA PARA RUTEADORA 5/8,CORTE RECTO,TRUPER                   ,11457,,0,15,UNIDAD,S/ 18.00
COD309,BROCA PARA RUTEADORA 5/8,,TRUPER                   ,102722,,0,16,UNIDAD,S/ 17.00
COD310,BROCA PARA RUTEADORA 5/8,,TRUPER                   ,102726,,0,12,UNIDAD,S/ 21.00
COD311,BROCA PARA RUTEADORA 5/8 2PCS,,TRUPER                   ,102728,,0,10,JUEGO,S/ 47.00
COD312,BROCA PARA RUTEADORA 7/8,,TRUPER                   ,10677,,0,17,UNIDAD,S/ 39.00
COD313,BROCA PARA RUTEADORA 7/8,,TRUPER                   ,11467,,0,12,UNIDAD,S/ 20.00
COD314,BROCA PARA RUTEADORA 7/8,,TRUPER                   ,102724,,0,11,UNIDAD,S/ 25.00
COD315,BROCA PARA RUTEADORA 7/8 2PCS,,TRUPER                   ,10672,,0,4,JUEGO,S/ 54.00
COD316,BROCA SDS MAX 1/2X13,,TRUPER                   ,101431,,0,0,UNIDAD,S/ 28.00
COD317,BROCA SDS MAX 1X13,,TRUPER                   ,101460,,0,4,UNIDAD,S/ 58.00
COD318,BROCA SDS MAX 3/4X13,,TRUPER                   ,101435,,0,4,UNIDAD,S/ 40.00
COD319,BROCA SDS MAX 5/8X13,,TRUPER                   ,101432,,0,1,UNIDAD,S/ 32.00
COD320,BROCA SDS MAX 7/8X13,,TRUPER                   ,101438,,0,4,UNIDAD,S/ 44.00
COD321,BROCA SDS PLUS 1/2X12,,TRUPER                   ,11281,,0,12,UNIDAD,S/ 17.00
COD322,BROCA SDS PLUS 1/2X18,,TRUPER                   ,11282,,0,0,UNIDAD,S/ 23.00
COD323,BROCA SDS PLUS 1/2X6,,TRUPER                   ,11279,,0,11,UNIDAD,S/ 13.00
COD324,BROCA SDS PLUS 1/4X10,,TRUPER                   ,11266,,0,8,UNIDAD,S/ 10.00
COD325,BROCA SDS PLUS 1/4X4,,TRUPER                   ,11263,,0,6,UNIDAD,S/ 6.00
COD326,BROCA SDS PLUS 1/4X6,,TRUPER                   ,11264,,0,13,UNIDAD,S/ 6.00
COD327,BROCA SDS PLUS 1/4X8,,TRUPER                   ,11265,,0,13,UNIDAD,S/ 8.00
COD328,BROCA SDS PLUS 12MMX6,,TRUPER                   ,101188,,0,1,UNIDAD,S/ 11.00
COD329,BROCA SDS PLUS 12X210M,,TRUPER                   ,101189,,0,1,UNIDAD,S/ 12.00
COD330,BROCA SDS PLUS 1X10,,TRUPER                   ,11289,,0,9,UNIDAD,S/ 43.00
COD331,BROCA SDS PLUS 3/16X4,,TRUPER                   ,101142,,0,2,UNIDAD,S/ 7.00
COD332,BROCA SDS PLUS 3/16X6,,TRUPER                   ,101143,,0,4,UNIDAD,S/ 7.00
COD333,BROCA SDS PLUS 3/4X10,,TRUPER                   ,101148,,0,10,UNIDAD,S/ 29.00
COD334,BROCA SDS PLUS 3/4X12,,TRUPER                   ,11287,,0,2,UNIDAD,S/ 33.00
COD335,BROCA SDS PLUS 3/4X18,,TRUPER                   ,11267,,0,5,UNIDAD,S/ 35.00
COD336,BROCA SDS PLUS 3/4X8,,TRUPER                   ,11286,,0,5,UNIDAD,S/ 29.00
COD337,BROCA SDS PLUS 3/8X12,,TRUPER                   ,11275,,0,14,UNIDAD,S/ 13.00
COD338,BROCA SDS PLUS 3/8X6,,TRUPER                   ,11272,,0,13,UNIDAD,S/ 10.00
COD339,BROCA SDS PLUS 3/8X8,,TRUPER                   ,101145,,0,7,UNIDAD,S/ 11.00
COD340,BROCA SDS PLUS 5/16X12,,TRUPER                   ,11270,,0,11,UNIDAD,S/ 12.00
COD341,BROCA SDS PLUS 5/16X6,,TRUPER                   ,11269,,0,18,UNIDAD,S/ 8.00
COD342,BROCA SDS PLUS 5/8X12,,TRUPER                   ,11285,,0,6,UNIDAD,S/ 23.00
COD343,BROCA SDS PLUS 5/8X8,,TRUPER                   ,11284,,0,8,UNIDAD,S/ 21.00
COD344,BROCA SDS PLUS 7/16X6,,TRUPER                   ,11278,,0,6,UNIDAD,S/ 11.00
COD345,BROCA SDS PLUS 7/8X11,,TRUPER                   ,11288,,0,4,UNIDAD,S/ 37.00
COD346,BROCA SDS PLUS 7/8X8,,TRUPER                   ,11268,,0,6,UNIDAD,S/ 34.00
COD347,BROCA SDS PLUS 9/16X12,,TRUPER                   ,11274,,0,4,UNIDAD,S/ 18.00
COD348,BROCA SDS PLUS 9/16X6,,TRUPER                   ,11273,,0,9,UNIDAD,S/ 14.00
COD349,BROCHA 5,,TRUPER                   ,14487,,0,1,UNIDAD,S/ 12.00
COD350,BRUÑA DE CANTO,,TRUPER                   ,15421,,0,3,UNIDAD,S/ 15.00
COD351,BRUÑA DE CENTRO ALUMINIO,,TRUPER                   ,15424,,0,1,UNIDAD,S/ 20.00
COD352,BRUÑIDORA PARA CILINDRO 2-7,,TRUPER                   ,14533,,0,1,UNIDAD,S/ 135.00
COD353,CABALLETE 12TN PARA AUTO,,TRUPER                   ,14847,,0,1,PAR,S/ 470.00
COD354,CABALLETE 3TN PARA AUTO,,TRUPER                   ,14843,,0,1,PAR,S/ 165.00
COD355,CABALLETE 6TN PARA AUTO,,TRUPER                   ,14845,,0,2,PAR,S/ 320.00
COD356,CABEZA DE MONO CON CLIP PARA INFLAR,,TRUPER                   ,19026,,0,5,UNIDAD,S/ 14.00
COD357,CABEZA DE MONO HEMBRA 1/4 PARA INFLAR,,TRUPER                   ,19088,,0,1,UNIDAD,S/ 10.00
COD358,CABEZA DE MONO HEMBRA 1/4 PARA INFLAR,,TRUPER                   ,19087,,0,13,UNIDAD,S/ 9.00
COD359,CABEZAL CON MANERAL PARA TARRAJA 3/8 A 1 1/4,,TRUPER                   ,13086,,0,1,UNIDAD,S/ 105.00
COD360,CABEZAL CON MANERAL PARA TARRAJA 3/8 A 2,,TRUPER                   ,13087,,0,5,UNIDAD,S/ 155.00
COD361,CABLE DE MAQUINA PARA SOLDAR (PINZA Y PORTA ELECTRODO),,TRUPER                   ,12107,,0,1,UNIDAD,S/ 135.00
COD362,CABLE DE POSICIONAMIENTO 1.5MT,,TRUPER                   ,14435,,0,7,UNIDAD,S/ 62.00
COD363,CABLE DE POSICIONAMIENTO 2MT,,TRUPER                   ,14436,,0,1,UNIDAD,S/ 66.00
COD364,CABLE PARA BATERIA 3.5M CALIBRE 6 AWG,,TRUPER                   ,17544,,0,2,PAR,S/ 58.00
COD365,CABLE PARA CORRIENTE DE BATERIA 3M CALIBRE 8AWG,,TRUPER                   ,17543,,0,0,UNIDAD,S/ 45.00
COD366,CABLE PARA MULTITESTER,,TRUPER                   ,102406,,0,11,UNIDAD,S/ 12.00
COD367,CABLE REMOLQUE CON GANCHO 2 TONELADAS,,TRUPER                   ,18346,,0,6,UNIDAD,S/ 40.00
COD368,CABLE REMOLQUE CON GANCHO 2TN 5.8MT,,TRUPER                   ,18344,,0,7,UNIDAD,S/ 55.00
COD369,CAJA PARA HERRAMIENTAS 14 CON COMPARTIMIENTOS,,TRUPER                   ,11139,,0,11,UNIDAD,S/ 25.00
COD370,CAJA PARA HERRAMIENTAS 14 NARANJA,,TRUPER                   ,19854,,0,2,UNIDAD,S/ 23.00
COD371,CAJA PARA HERRAMIENTAS 16 CON COMPARTIMENTOS,,TRUPER                   ,11141,,0,7,UNIDAD,S/ 40.00
COD372,CAJA PARA HERRAMIENTAS 16 NARANJA,,TRUPER                   ,19790,,0,7,UNIDAD,S/ 35.00
COD373,CAJA PARA HERRAMIENTAS 17 BROCHE METAL,,TRUPER                   ,19656,,0,3,UNIDAD,S/ 44.00
COD374,CAJA PARA HERRAMIENTAS 17 CON COMPARTIMIENTO BROCHE METAL,,TRUPER                   ,102434,,0,7,UNIDAD,S/ 45.00
COD375,CAJA PARA HERRAMIENTAS 19,,TRUPER                   ,19781,,0,1,UNIDAD,S/ 50.00
COD376,CAJA PARA HERRAMIENTAS 19 CON COMPARTIMIENTOS,,TRUPER                   ,11143,,0,3,UNIDAD,S/ 54.00
COD377,CAJA PARA HERRAMIENTAS 20 BROCHE METAL,,TRUPER                   ,10380,,0,9,UNIDAD,S/ 64.00
COD378,CAJA PARA HERRAMIENTAS 20 CON BROCHES METALICOS,,TRUPER                   ,102435,,0,5,UNIDAD,S/ 68.00
COD379,CAJA PARA HERRAMIENTAS 22 CON COMPARTIMIENTOS,,TRUPER                   ,11145,,0,6,UNIDAD,S/ 75.00
COD380,CAJA PARA HERRAMIENTAS 22 NARANJA,,TRUPER                   ,19780,,0,3,UNIDAD,S/ 67.00
COD381,CAJA PARA HERRAMIENTAS 23 BROCHE METAL,,TRUPER                   ,11506,,0,5,UNIDAD,S/ 80.00
COD382,CAJA PARA HERRAMIENTAS 26 BROCHE METAL,,TRUPER                   ,19882,,0,5,UNIDAD,S/ 87.00
COD383,CAJA PARA HERRAMIENTAS CON RUEDA TIPO MALETA,,TRUPER                   ,10902,,0,8,UNIDAD,S/ 150.00
COD384,CALADORA 750W,,TRUPER                   ,15469,,0,0,UNIDAD,S/ 210.00
COD385,CALCULADORA ,,TRUPER                   ,60480,,0,2,UNIDAD,S/ 13.00
COD386,CALIBRADOR 15 LAMINAS,,TRUPER                   ,14395,,0,9,UNIDAD,S/ 11.00
COD387,CALIBRADOR 26 LAMINAS,X,TRUPER                   ,14396,,0,2,JUEGO,S/ 14.00
COD388,CALIBRADOR 32 LAMINAS,,TRUPER                   ,14397,,0,20,UNIDAD,S/ 16.00
COD389,CALIBRADOR 6 DE ACERO INOXIDABLE,,TRUPER                   ,14394,,0,6,UNIDAD,S/ 88.00
COD390,CALIBRADOR 6 DIGITAL,,TRUPER                   ,14388,,0,3,UNIDAD,S/ 110.00
COD391,CALIBRADOR PARA NEUMATICO 10-160 LB CABEZA DOBLE,,TRUPER                   ,19100,,0,21,UNIDAD,S/ 15.00
COD392,CALIBRADOR PARA NEUMATICO 120PSI CABEZA DOBLE,,TRUPER                   ,19099,,0,14,UNIDAD,S/ 14.00
COD393,CALIBRADOR PARA NEUMATICOS 10-120 PSI,,TRUPER                   ,19096,,0,16,UNIDAD,S/ 12.00
COD394,CALIBRADOR PARA NEUMATICOS 150PSI,,TRUPER                   ,18243,,0,-23,UNIDAD,S/ 27.50
COD395,CALIBRADOR PARA NEUMATICOS 200PSI,,TRUPER                   ,18244,,0,11,UNIDAD,S/ 29.00
COD396,CALIBRADOR PARA NEUMATICOS 6PSI - 50PSI,,TRUPER                   ,19098,,0,26,UNIDAD,S/ 12.00
COD397,CAMA DE ACERO 40&AMP;QUOT; PARA MECANICO,,TRUPER                   ,10097,,0,1,UNIDAD,S/ 240.00
COD398,CAMARA PARA CARRETILLA,,TRUPER                   ,11866,,0,41,UNIDAD,S/ 10.00
COD399,CAMISA DE MEZCLILLA MANGA LARGA,,TRUPER                   ,60336,,0,8,UNIDAD,S/ 60.00
COD400,CAMISETA NARANJA ,,TRUPER                   ,60430,,0,125,UNIDAD,S/ 16.00
COD401,CARBON,,TRUPER                   ,103183,,0,6,PAR,S/ 10.00
COD402,CARBON,,TRUPER                   ,27118,,0,1,PAR,S/ 30.00
COD403,CARBON 4512-N,,TRUPER                   ,102105,,0,8,PAR,S/ 15.00
COD404,CARBON AMOLADORA,,TRUPER                   ,15681,,0,-1,UNIDAD,S/ 10.00
COD405,CARBON CON RESORTE (11MMX5MM),+,TRUPER                   ,103174,,0,32,PAR,S/ 10.00
COD406,CARBON CON TERMINAL CODO,10MM X 6MM,TRUPER                   ,103178,,0,8,PAR,S/ 30.00
COD407,CARBON CON TERMINAL OJO (16MMX6MM),CARBON BOSCH AMOLADORA GRANDE,TRUPER                   ,11978,,0,6,UNIDAD,S/ 24.00
COD408,CARBON CON TERMINAL OJO (16MMX7MM),,TRUPER                   ,103176,,0,8,PAR,S/ 19.00
COD409,CARBON CON TERMINAL UÑA,"CARBON BOSCH AMOLADORA 7 Y 9, ANCHO 16MM",TRUPER                   ,103175,,0,2,PAR,S/ 45.00
COD410,CARBON ESMA-4-1/2A3,,TRUPER                   ,16597,,0,3,UNIDAD,S/ 8.00
COD411,CARBON GRANDE,,TRUPER                   ,100665,,0,9,PAR,S/ 13.00
COD412,CARBON GRANDE,,TRUPER                   ,102120,,0,16,PAR,S/ 16.00
COD413,CARBON GRANDE,,TRUPER                   ,102122,,0,1,PAR,S/ 9.00
COD414,CARBON MODELO BOSCH DELGADO,,TRUPER                   ,102810,,0,74,UNIDAD,S/ 10.00
COD415,CARBON PARA AMOLADORA,++,TRUPER                   ,11980,,0,11,PAR,S/ 20.00
COD416,CARBON PARA CALADORA,,TRUPER                   ,15788,,0,2,PAR,S/ 10.00
COD417,CARBON PARA CALADORA,,TRUPER                   ,24049,,0,10,PAR,S/ 8.00
COD418,CARBON PARA CALADORA,,TRUPER                   ,27118,,0,33,PAR,S/ 8.00
COD419,CARBON PARA ENGLATEADORA (16MMX7MM),CASI IGUAL AL BOSCH+++,TRUPER                   ,11977,,0,15,PAR,S/ 15.00
COD420,CARBON PARA LIJADORA,,TRUPER                   ,11072,,0,8,UNIDAD,S/ 9.00
COD421,CARBON PARA LIJADORA,,TRUPER                   ,13461,,0,8,PAR,S/ 12.00
COD422,CARBON PARA PULIDORA,,TRUPER                   ,16739,,0,5,PAR,S/ 10.00
COD423,CARBON PARA RECTIFICADOR,,TRUPER                   ,18419,,0,11,UNIDAD,S/ 9.00
COD424,CARBON PARA ROTOMARTILLO,"CARBON BOSCH AMOLADORA GRANDE 7 Y 9, ANCHO 17MM",TRUPER                   ,103177,,0,5,PAR,S/ 23.00
COD425,CARBON PARA ROTOMARTILLO,++,TRUPER                   ,14094,,0,18,PAR,S/ 14.00
COD426,CARBON PARA ROTOMARTILLO,,TRUPER                   ,14097,,0,6,UNIDAD,S/ 12.00
COD427,CARBON PARA ROTOMARTILLO,,TRUPER                   ,102121,,0,11,PAR,S/ 10.00
COD428,CARBON PARA SIERRA CIRCULAR,++,TRUPER                   ,15029,,0,29,PAR,S/ 11.00
COD429,CARBON PARA SIERRA CIRCULAR,,TRUPER                   ,15979,,0,-1,PAR,S/ 10.00
COD430,CARBON PARA SIERRA CIRCULAR,,TRUPER                   ,11066,,0,12,PAR,S/ 8.00
COD431,CARBON PARA TALADRO .,MISMO MODELO 11016,TRUPER                   ,11017,,0,5,UNIDAD,S/ 11.00
COD432,"CARBON PARA TALADRO,",MISMO MODELO 11017,TRUPER                   ,11016,,0,6,PAR,S/ 11.00
COD433,CARBON PARA TALADRO.,,TRUPER                   ,24077,,0,0,UNIDAD,S/ 6.00
COD434,CARBON PARA TRONZADORA,,TRUPER                   ,11722,,0,9,UNIDAD,S/ 15.00
COD435,CARBON PEQUEÑA (10MM X 5MM),BOSCH DELGADO,TRUPER                   ,11013,,0,7,PAR,S/ 10.00
COD436,CARBON SIERRA CIRCULAR 7 1/4,,TRUPER                   ,16566,,0,59,UNIDAD,S/ 6.00
COD437,CARDA TRENZADA 6,,TRUPER                   ,11598,,0,0,UNIDAD,S/ 34.00
COD438,CARDAN 1/2,,TRUPER                   ,13428,,0,3,UNIDAD,S/ 16.00
COD439,CARDAN 1/4,,TRUPER                   ,13226,,0,5,UNIDAD,S/ 9.00
COD440,CARETA FACIAL TRANSPARENTE,,TRUPER                   ,14221,,0,8,UNIDAD,S/ 48.00
COD441,CARGADOR PARA BATERIA 12V-18V,,TRUPER                   ,12336,,0,1,UNIDAD,S/ 90.00
COD442,CARRETA PARA CARGA 200KG ALUMINIO,,TRUPER                   ,14090,,0,1,UNIDAD,S/ 490.00
COD443,CARRETILLA 5.5FT TOLVA AZUL .,,TRUPER                   ,11752,,0,28,UNIDAD,S/ 240.00
COD444,CARRETILLA 6 FT TOLDA ROJA,,TRUPER                   ,11776,,0,29,UNIDAD,S/ 280.00
COD445,CARRETILLA 6FT NARANJA LLANTA AINTIPINCHAZO,,TRUPER                   ,100417,,0,15,UNIDAD,S/ 310.00
COD446,CARRETILLA PARA NIÑOS KIDS,,TRUPER                   ,10440,,0,6,UNIDAD,S/ 82.00
COD447,CARRETILLA PLASTICA 6FT,,TRUPER                   ,11777,,0,0,UNIDAD,S/ 230.00
COD448,CARRITO METALICO 3 PISOS CON RUEDA,,TRUPER                   ,11528,,0,1,UNIDAD,S/ 430.00
COD449,CARTUCHO DE REPUESTO DE GRASA,,TRUPER                   ,14912,,0,4,UNIDAD,S/ 9.00
COD450,CASCO AMARILLO CON RATCHET,,TRUPER                   ,14294,,0,15,UNIDAD,S/ 24.00
COD451,CASCO AZUL CON RATCHET,,TRUPER                   ,10371,,0,13,UNIDAD,S/ 24.00
COD452,CASCO BLANCO CON RATCHET,,TRUPER                   ,10370,,0,34,UNIDAD,S/ 24.00
COD453,CASCO NARANJA CON RATCHET,,TRUPER                   ,14292,,0,27,UNIDAD,S/ 24.00
COD454,CASCO PARA SOLDAR,,TRUPER                   ,13729,,0,11,UNIDAD,S/ 35.00
COD455,CASCO PARA SOLDAR,,TRUPER                   ,17460,,0,0,UNIDAD,S/ 300.00
COD456,CASCO PARA SOLDAR DIGITAL,,TRUPER                   ,102228,,0,8,UNIDAD,S/ 210.00
COD457,CASCO PARA SOLDAR DIGITAL MODELO FLAMAS,,TRUPER                   ,17457,,0,0,UNIDAD,S/ 310.00
COD458,CASCO ROJO,,TRUPER                   ,10373,,0,26,UNIDAD,S/ 21.00
COD459,CASCO VERDE,,TRUPER                   ,10374,,0,0,UNIDAD,S/ 21.00
COD460,CATALOGO TRUPER,,TRUPER                   ,600,,0,1,UNIDAD,S/ 7.00
COD461,CAVADORA ACERO,,TRUPER                   ,11131,,0,28,UNIDAD,S/ 70.00
COD462,CAVADORA MANGO MADERA,,TRUPER                   ,11973,,0,20,UNIDAD,S/ 72.00
COD463,CEPILLO CARPINTERO 4,,TRUPER                   ,12009,,0,5,UNIDAD,S/ 170.00
COD464,CEPILLO CARPINTERO 5,,TRUPER                   ,12015,,0,4,UNIDAD,S/ 170.00
COD465,CEPILLO CARPINTERO 6,,TRUPER                   ,12021,,0,5,UNIDAD,S/ 230.00
COD466,CHALECO DE SEGURIDAD NARANJA 2 FRANJAS CON CIERRE,,TRUPER                   ,13473,,0,107,UNIDAD,S/ 11.00
COD467,CHALECO DE SEGURIDAD NARANJA CON CIERRE Y BOLSILLOS,,TRUPER                   ,13475,,0,-3,UNIDAD,S/ 29.00
COD468,CHALECO DE SEGURIDAD VERDE 2 FRANJAS CON CIERRE,,TRUPER                   ,13474,,0,46,UNIDAD,S/ 11.00
COD469,CHIFLON LATON PARA RIEGO,,TRUPER                   ,13136,,0,23,UNIDAD,S/ 18.00
COD470,CHISPERO,,TRUPER                   ,19271,,0,21,UNIDAD,S/ 6.00
COD471,CHUCK 1/2 CON LLAVE,,TRUPER                   ,16478,,0,21,UNIDAD,S/ 22.00
COD472,CHUCK 1/2 SIN LLAVE CUERPO METALICO,,TRUPER                   ,101234,,0,3,UNIDAD,S/ 34.00
COD473,CHUCK 3/8,,TRUPER                   ,16477,,0,2,UNIDAD,S/ 20.00
COD474,CHUCK 3/8 SIN LLAVE,,TRUPER                   ,101186,,0,5,UNIDAD,S/ 35.00
COD475,CHUMACERA PARA CARRETILLA,,TRUPER                   ,11876,,0,18,UNIDAD,S/ 6.00
COD476,CINCEL PLANO 1/2X10,,TRUPER                   ,12121,,0,3,UNIDAD,S/ 12.00
COD477,CINCEL PLANO 1/2X12,,TRUPER                   ,12124,,0,11,UNIDAD,S/ 13.00
COD478,CINCEL PLANO 1/2X6,,TRUPER                   ,12115,,0,9,UNIDAD,S/ 8.00
COD479,CINCEL PLANO 1/2X8,,TRUPER                   ,12118,,0,8,UNIDAD,S/ 10.00
